TaskType: Line_Like
56;[-10.8380375;4.3119725]		;Point_56
57;[-11.51406667;2.9289]		;Point_57
58;[-11.42175;2.048048333]		;Point_58
59;[-11.30751667;1.123201]		;Point_59
60;[-11.3142;0.279984967]		;Point_60
61;[-11.28556667;-0.605484533]	;Point_61
62;[-11.2118;-1.371658]			;Point_62
63;[-10.73503333;-1.950491667]	;Point_63
64;[-9.8939975;-2.2225725]		;Point_64
65;[-9.50197;-2.264615556]		;Point_65
66;[-9.099435;-3.921303333]		;Point_66
67;[-8.985498889;-4.466758889]	;Point_67
68;[-8.68348;-5.389166]			;Point_68
69;[-8.290968;-6.10767]			;Point_69
70;[-7.5656625;-7.2127075]		;Point_70
71;[-6.57745;-8.77453]			;Point_71
72;[-6.245202;-9.097568]		;Point_72
73;[-11.039275;-14.533275]		;Point_73
74;[-11.16443333;-13.8987]		;Point_74
75;[-10.74625;1.67962]			;Point_75
76;[-10.6533;0.53128725]		;Point_76
77;[-10.4393;0.101443857]		;Point_77
78;[-10.03503;-0.580063429]		;Point_78
79;[-9.685168889;-1.552556222]	;Point_79
80;[6.69801;1.618212]			;Point_80
81;[6.403224286;0.868584857]	;Point_81
82;[5.965664;0.09427844]		;Point_82
83;[5.25081;-0.52829625]		;Point_83
84;[4.3874275;-0.73850875]		;Point_84
85;[3.9064425;-0.831802]		;Point_85
86;[2.0560975;-0.810805]		;Point_86
87;[1.330222;-0.544070833]		;Point_87
88;[0.6280825;-0.14830385]		;Point_88
89;[0.314364078;0.309366722]	;Point_89
90;[-0.013224686;0.998481571]	;Point_90
91;[-0.287188067;1.945803333]	;Point_91
92;[-0.67900625;2.5414825]		;Point_92
93;[-1.362762;2.54784]			;Point_93
94;[-2.141655;1.401372]			;Point_94
95;[-2.463726;0.7073518]		;Point_95
96;[-2.956853333;0.0361612]		;Point_96
97;[-3.59542;-0.4182122]		;Point_97
98;[-4.696015;-0.5684415]		;Point_98
99;[-6.872014;-0.443495]		;Point_99
100;[-7.30055;-0.274479137]		;Point_100
101;[-7.977918333;0.185633533]	;Point_101
102;[-8.41833;0.787162833]		;Point_102
103;[-8.63435;1.283738167]		;Point_103
104;[-8.950593333;2.387383333]	;Point_104
105;[-9.315264167;2.968304167]	;Point_105
106;[-9.058622;6.610936]		;Point_106
107;[-9.16514;6.02706125]		;Point_107
108;[-9.15427125;4.93319625]	;Point_108
109;[-8.943255;4.57268]			;Point_109
110;[-5.156198;13.08918]		;Point_110
111;[-5.6045;12.88965]			;Point_111
112;[-6.218174;12.6924]			;Point_112
113;[-6.8753475;12.3008]		;Point_113
114;[-7.408861429;11.57832857]	;Point_114
115;[-7.692154;11.00552]		;Point_115
116;[-8.110038;10.107048]		;Point_116
117;[-8.437708571;9.354544286]	;Point_117
118;[-8.68574;8.51949875]		;Point_118
119;[-5.822311667;-15.99634167]	;Point_119
120;[-6.1023275;-15.725675]		;Point_120
121;[-7.210476667;-14.74138333]	;Point_121
122;[-7.538066667;-14.2919]		;Point_122
123;[-8.27135125;-13.0994375]	;Point_123
124;[-8.36831;-12.92259091]		;Point_124
125;[-8.499675;-12.299725]		;Point_125
126;[-5.8332675;-0.072496531]	;Point_126
127;[-6.513114286;0.019772129]	;Point_127
128;[-7.296393333;0.348330456]	;Point_128
129;[-7.855111667;0.785874333]	;Point_129
130;[-8.3739225;2.0636875]		;Point_130
131;[-8.435301429;2.802161429]	;Point_131
132;[-7.988726667;3.467213333]	;Point_132
133;[-6.95042619;3.569436667]	;Point_133
134;[-6.495352;3.461707333]		;Point_134
135;[-5.53766;3.4973475]		;Point_135
136;[-3.5857425;3.4882175]		;Point_136
137;[-2.85588;3.2544225]		;Point_137
138;[-2.373309;2.667193]		;Point_138
139;[-2.898372308;1.754907692]	;Point_139
140;[-2.986100769;1.306249385]	;Point_140
141;[-3.405994167;1.487694167]	;Point_141
142;[-3.3432;0.318043171]		;Point_142
143;[-3.612501667;0.090954317]	;Point_143
144;[-1.58498;-12.38415]		;Point_144
145;[-2.413475;-12.25175]		;Point_145
146;[-3.73269;-12.09663333]		;Point_146
147;[-4.38276;-11.7677375]		;Point_147
148;[-4.998821667;-11.22968333]	;Point_148
149;[-5.773302;-10.57558]		;Point_149
150;[-6.35035;-9.949491667]		;Point_150
151;[-6.682712;-9.537502]		;Point_151
152;[-7.5142625;-8.3154075]		;Point_152
153;[-8.20225;-8.201636]		;Point_153
154;[-8.276521538;-7.165793846]	;Point_154
155;[-8.410974286;-8.703291429]	;Point_155
156;[-6.242581;2.888242]		;Point_156
157;[-6.00761;2.854896923]		;Point_157
158;[-5.45021625;2.528755]		;Point_158
159;[-4.793816;2.507446]		;Point_159
160;[-5.944958;-4.6369]			;Point_160
161;[-5.433961429;-4.250234286]	;Point_161
162;[-4.80589;-4.147905]		;Point_162
163;[-5.775593333;5.857793333]	;Point_163
164;[-5.25655;5.592807143]		;Point_164
165;[-4.363558333;5.166181667]	;Point_165
166;[-3.875717143;4.97568]		;Point_166
167;[-3.128226667;4.495838333]	;Point_167
168;[-2.593534286;4.091975714]	;Point_168
169;[-5.62286;4.909942]			;Point_169
170;[-4.965888;4.678564]		;Point_170
171;[-4.119655;4.40293]			;Point_171
172;[-5.5457;-5.926638]			;Point_172
173;[-4.979548333;-5.64527]		;Point_173
174;[-4.488821667;-5.672631667]	;Point_174
175;[-3.335895714;-5.812248571]	;Point_175
176;[-2.482386667;-5.940113333]	;Point_176
177;[-1.174005;-5.92519]		;Point_177
178;[-0.678722;-5.968076667]	;Point_178
179;[1.5006275;-5.893365]		;Point_179
180;[1.285923333;-5.437405]		;Point_180
181;[0.532713857;-5.45984]		;Point_181
182;[-0.657593167;-5.397133333]	;Point_182
183;[-1.628268857;-5.465738571]	;Point_183
184;[-2.055416667;-5.404001667]	;Point_184
185;[-3.746433333;-5.284041667]	;Point_185
186;[-4.482051818;-5.119844545]	;Point_186
187;[-4.7362;-4.903994]			;Point_187
188;[-1.264535;-18.567675]		;Point_188
189;[-1.934128333;-18.49173333]	;Point_189
190;[-2.92382;-18.344075]		;Point_190
191;[-3.606331111;-18.14066667]	;Point_191
192;[-4.433102857;-17.69514286]	;Point_192
193;[-4.42135875;3.2819925]		;Point_193
194;[-4.46795;3.07509]			;Point_194
195;[-3.486252;19.60838]		;Point_195
196;[-2.83105125;19.3779375]	;Point_196
197;[-0.877343714;-2.082694286]	;Point_197
198;[-1.4459865;-2.178690833]	;Point_198
199;[-2.088057778;-2.065788889]	;Point_199
200;[-3.105164;-2.401794]		;Point_200
201;[-3.218355714;-2.742458571]	;Point_201
202;[-2.846046667;-2.933353333]	;Point_202
203;[4.808932;4.76437]			;Point_203
204;[4.18903;4.797535]			;Point_204
205;[2.450944;4.617254]			;Point_205
206;[1.88644875;4.4365725]		;Point_206
207;[1.1068641;4.100945]		;Point_207
208;[0.521981589;3.856503333]	;Point_208
209;[-0.379721744;3.471461111]	;Point_209
210;[-2.076854286;3.499808571]	;Point_210
211;[-2.783663333;3.776023333]	;Point_211
212;[-3.002998333;-2.676491667]	;Point_212
213;[-2.417067273;-2.446706364]	;Point_213
214;[-1.746190625;-8.257163125]	;Point_214
215;[-1.881302;-8.116815333]	;Point_215
216;[-0.855280333;-4.291708333]	;Point_216
217;[-0.446618071;-4.64424]		;Point_217
218;[0.182791625;-4.9285425]	;Point_218
219;[4.70572;-0.397477]			;Point_219
220;[5.396216;-0.06962692]		;Point_220
221;[5.8410075;0.48477025]		;Point_221
222;[6.20773;1.391501333]		;Point_222
223;[6.396185;2.4319025]		;Point_223
224;[6.1451375;2.984575]		;Point_224
225;[4.5261;3.38173]			;Point_225
226;[3.11845;3.540355]			;Point_226
227;[2.68737;3.586275]			;Point_227
228;[1.3610325;3.4147175]		;Point_228
229;[0.626782429;3.021981429]	;Point_229
230;[0.241442429;2.533398571]	;Point_230
231;[0.54740275;1.69694]		;Point_231
232;[0.6235355;1.165073]		;Point_232
233;[1.161358;0.006373513]		;Point_233
234;[1.64858;-0.2657765]		;Point_234
235;[3.035905;-0.467819]		;Point_235
236;[4.179145556;1.82707]		;Point_236
237;[3.623847647;2.125047647]	;Point_237
238;[3.820936667;2.696616]		;Point_238
239;[2.713856;2.143688]			;Point_239
240;[4.511635714;2.539894286]	;Point_240
241;[1.887877895;2.469026316]	;Point_241
242;[2.019006364;2.787590909]	;Point_242
243;[2.6874225;3.057965]		;Point_243
244;[2.824746667;-4.624941667]	;Point_244
245;[2.67373;-4.545385714]		;Point_245
246;[4.892046667;-0.241435667]	;Point_246
247;[5.307278;0.01601038]		;Point_247
248;[5.7086525;0.5625205]		;Point_248
249;[6.117136667;1.479733333]	;Point_249
250;[6.228422;2.49898]			;Point_250
251;[5.982176667;2.935056667]	;Point_251
252;[4.567145;3.262385]			;Point_252
253;[2.965543333;3.448446667]	;Point_253
254;[2.623406;3.471918]			;Point_254
255;[1.28447;3.281555]			;Point_255
256;[0.462556;2.601216667]		;Point_256
257;[0.675167;1.7991275]		;Point_257
258;[0.8021964;1.095912]		;Point_258
259;[1.23465075;0.1430049]		;Point_259
260;[1.57338;-0.1141818]		;Point_260
261;[3.008325;-0.349386]		;Point_261
262;[2.645006667;-10.703]		;Point_262
263;[3.07972;-10.13224667]		;Point_263
264;[3.934172;-9.293644]		;Point_264
265;[4.304288333;-8.918503333]	;Point_265
266;[5.0824225;-7.6203825]		;Point_266
267;[5.384435;-7.0117325]		;Point_267
268;[3.752275;3.87248]			;Point_268
269;[5.168215;3.876883333]		;Point_269
270;[5.418898333;3.833925]		;Point_270
271;[6.794501429;3.96777]		;Point_271
272;[6.982381111;4.306995556]	;Point_272
273;[7.221698333;5.344141667]	;Point_273
274;[7.24848875;6.21626125]		;Point_274
275;[7.238164286;7.125264286]	;Point_275
276;[7.09924375;8.2357875]		;Point_276
277;[6.943279;8.783616]			;Point_277
278;[6.68510625;9.5510775]		;Point_278
279;[6.468704286;10.07630714]	;Point_279
280;[5.951528;11.10236]			;Point_280
281;[5.462985;11.6591]			;Point_281
282;[4.940466667;12.2052]		;Point_282
283;[6.931448333;1.865635]		;Point_283
284;[6.89500125;1.247881375]	;Point_284
285;[6.84529;0.7141815]			;Point_285
286;[7.181798;-0.9519632]		;Point_286
287;[7.14992;-1.372747167]		;Point_287
288;[7.99478125;3.8214525]		;Point_288
289;[7.705436364;3.171960909]	;Point_289
290;[7.554408;1.935312]			;Point_290
291;[7.66558;1.4311325]			;Point_291
292;[8.9695525;2.3021475]		;Point_292
293;[8.81703125;1.56278625]		;Point_293
294;[8.567535556;0.979599]		;Point_294
295;[8.32377;-0.46638125]		;Point_295
296;[8.197805714;-1.086985714]	;Point_296
297;[7.953606667;-2.03557]		;Point_297
298;[7.725589;-2.385624]		;Point_298
299;[8.83047;3.9231375]			;Point_299
300;[8.596844;3.338184667]		;Point_300
301;[8.282224;2.790633]			;Point_301

LineList:
#+--------+-----------+-------------+-------------+-------------------+
#| LineID | ContourID | PositionAID | PositionBID |  Name[optional]   |
#+--------+-----------+-------------+-------------+-------------------+
#|  <int> |   <int>   |    <int>    |    <int>    |     <string>      |
#+--------+-----------+-------------+-------------+-------------------+
1;1;1;2;Line_1[P1,P2]
2;1;2;3;Line_2[P2,P3]
3;1;3;4;Line_3[P3,P4]
4;1;4;5;Line_4[P4,P5]
5;1;5;6;Line_5[P5,P6]
6;1;6;7;Line_6[P6,P7]
7;1;7;8;Line_7[P7,P8]
8;1;8;9;Line_8[P8,P9]
9;1;9;10;Line_9[P9,P10]
10;1;10;11;Line_10[P10,P11]
11;1;11;12;Line_11[P11,P12]
12;1;12;13;Line_12[P12,P13]
13;1;13;14;Line_13[P13,P14]
14;1;14;15;Line_14[P14,P15]
15;1;15;16;Line_15[P15,P16]
16;1;16;17;Line_16[P16,P17]
17;1;17;18;Line_17[P17,P18]
18;1;18;19;Line_18[P18,P19]
19;1;19;20;Line_19[P19,P20]
20;1;20;21;Line_20[P20,P21]
21;1;21;22;Line_21[P21,P22]
22;1;22;23;Line_22[P22,P23]
23;1;23;24;Line_23[P23,P24]
24;1;24;25;Line_24[P24,P25]
25;1;25;26;Line_25[P25,P26]
26;1;26;27;Line_26[P26,P27]
27;1;27;28;Line_27[P27,P28]
28;1;28;29;Line_28[P28,P29]
29;1;29;30;Line_29[P29,P30]
30;1;30;31;Line_30[P30,P31]
31;1;31;32;Line_31[P31,P32]
32;1;32;33;Line_32[P32,P33]
33;2;34;35;Line_33[P34,P35]
34;2;35;36;Line_34[P35,P36]
35;2;36;37;Line_35[P36,P37]
36;2;37;38;Line_36[P37,P38]
37;2;38;39;Line_37[P38,P39]
38;2;39;40;Line_38[P39,P40]
39;2;40;41;Line_39[P40,P41]
40;2;41;42;Line_40[P41,P42]
41;3;43;44;Line_41[P43,P44]
42;3;44;45;Line_42[P44,P45]
43;3;45;46;Line_43[P45,P46]
44;3;46;47;Line_44[P46,P47]
45;3;47;48;Line_45[P47,P48]
46;3;48;49;Line_46[P48,P49]
47;3;49;50;Line_47[P49,P50]
48;3;50;51;Line_48[P50,P51]
49;3;51;52;Line_49[P51,P52]
50;3;52;53;Line_50[P52,P53]
51;3;53;54;Line_51[P53,P54]
52;3;54;55;Line_52[P54,P55]
53;3;55;56;Line_53[P55,P56]
54;3;56;57;Line_54[P56,P57]
55;3;57;58;Line_55[P57,P58]
56;3;58;59;Line_56[P58,P59]
57;3;59;60;Line_57[P59,P60]
58;3;60;61;Line_58[P60,P61]
59;3;61;62;Line_59[P61,P62]
60;3;62;63;Line_60[P62,P63]
61;3;63;64;Line_61[P63,P64]
62;3;64;65;Line_62[P64,P65]
63;3;65;66;Line_63[P65,P66]
64;3;66;67;Line_64[P66,P67]
65;3;67;68;Line_65[P67,P68]
66;3;68;69;Line_66[P68,P69]
67;3;69;70;Line_67[P69,P70]
68;3;70;71;Line_68[P70,P71]
69;3;71;72;Line_69[P71,P72]
70;4;73;74;Line_70[P73,P74]
71;5;75;76;Line_71[P75,P76]
72;5;76;77;Line_72[P76,P77]
73;5;77;78;Line_73[P77,P78]
74;5;78;79;Line_74[P78,P79]
75;6;80;81;Line_75[P80,P81]
76;6;81;82;Line_76[P81,P82]
77;6;82;83;Line_77[P82,P83]
78;6;83;84;Line_78[P83,P84]
79;6;84;85;Line_79[P84,P85]
80;6;85;86;Line_80[P85,P86]
81;6;86;87;Line_81[P86,P87]
82;6;87;88;Line_82[P87,P88]
83;6;88;89;Line_83[P88,P89]
84;6;89;90;Line_84[P89,P90]
85;6;90;91;Line_85[P90,P91]
86;6;91;92;Line_86[P91,P92]
87;6;92;93;Line_87[P92,P93]
88;6;93;94;Line_88[P93,P94]
89;6;94;95;Line_89[P94,P95]
90;6;95;96;Line_90[P95,P96]
91;6;96;97;Line_91[P96,P97]
92;6;97;98;Line_92[P97,P98]
93;6;98;99;Line_93[P98,P99]
94;6;99;100;Line_94[P99,P100]
95;6;100;101;Line_95[P100,P101]
96;6;101;102;Line_96[P101,P102]
97;6;102;103;Line_97[P102,P103]
98;6;103;104;Line_98[P103,P104]
99;6;104;105;Line_99[P104,P105]
100;7;106;107;Line_100[P106,P107]
101;7;107;108;Line_101[P107,P108]
102;7;108;109;Line_102[P108,P109]
103;8;110;111;Line_103[P110,P111]
104;8;111;112;Line_104[P111,P112]
105;8;112;113;Line_105[P112,P113]
106;8;113;114;Line_106[P113,P114]
107;8;114;115;Line_107[P114,P115]
108;8;115;116;Line_108[P115,P116]
109;8;116;117;Line_109[P116,P117]
110;8;117;118;Line_110[P117,P118]
111;9;119;120;Line_111[P119,P120]
112;9;120;121;Line_112[P120,P121]
113;9;121;122;Line_113[P121,P122]
114;9;122;123;Line_114[P122,P123]
115;9;123;124;Line_115[P123,P124]
116;9;124;125;Line_116[P124,P125]
117;10;126;127;Line_117[P126,P127]
118;10;127;128;Line_118[P127,P128]
119;10;128;129;Line_119[P128,P129]
120;10;129;130;Line_120[P129,P130]
121;10;130;131;Line_121[P130,P131]
122;10;131;132;Line_122[P131,P132]
123;10;132;133;Line_123[P132,P133]
124;10;133;134;Line_124[P133,P134]
125;10;134;135;Line_125[P134,P135]
126;10;135;136;Line_126[P135,P136]
127;10;136;137;Line_127[P136,P137]
128;10;137;138;Line_128[P137,P138]
129;10;138;139;Line_129[P138,P139]
130;10;139;140;Line_130[P139,P140]
131;10;140;141;Line_131[P140,P141]
132;10;141;142;Line_132[P141,P142]
133;10;142;143;Line_133[P142,P143]
134;11;144;145;Line_134[P144,P145]
135;11;145;146;Line_135[P145,P146]
136;11;146;147;Line_136[P146,P147]
137;11;147;148;Line_137[P147,P148]
138;11;148;149;Line_138[P148,P149]
139;11;149;150;Line_139[P149,P150]
140;11;150;151;Line_140[P150,P151]
141;11;151;152;Line_141[P151,P152]
142;11;152;153;Line_142[P152,P153]
143;11;153;154;Line_143[P153,P154]
144;11;154;155;Line_144[P154,P155]
145;12;156;157;Line_145[P156,P157]
146;12;157;158;Line_146[P157,P158]
147;12;158;159;Line_147[P158,P159]
148;13;160;161;Line_148[P160,P161]
149;13;161;162;Line_149[P161,P162]
150;14;163;164;Line_150[P163,P164]
151;14;164;165;Line_151[P164,P165]
152;14;165;166;Line_152[P165,P166]
153;14;166;167;Line_153[P166,P167]
154;14;167;168;Line_154[P167,P168]
155;15;169;170;Line_155[P169,P170]
156;15;170;171;Line_156[P170,P171]
157;16;172;173;Line_157[P172,P173]
158;16;173;174;Line_158[P173,P174]
159;16;174;175;Line_159[P174,P175]
160;16;175;176;Line_160[P175,P176]
161;16;176;177;Line_161[P176,P177]
162;16;177;178;Line_162[P177,P178]
163;16;178;179;Line_163[P178,P179]
164;17;180;181;Line_164[P180P181]
165;17;181;182;Line_165[P181,P182]
166;17;182;183;Line_166[P182,P183]
167;17;183;184;Line_167[P183,P184]
168;17;184;185;Line_168[P184,P185]
169;17;185;186;Line_169[P185,P186]
170;17;186;187;Line_170[P186,P187]
171;18;188;189;Line_171[P188,P189]
172;18;189;190;Line_172[P189,P190]
173;18;190;191;Line_173[P190,P191]
174;18;191;192;Line_174[P191,P192]
175;19;193;194;Line_175[P193,P194]
176;20;195;196;Line_176[P195,P196]
177;21;197;198;Line_177[P197,P198]
178;21;198;199;Line_178[P198,P199]
179;21;199;200;Line_179[P199,P200]
180;21;200;201;Line_180[P200,P201]
181;21;201;202;Line_181[P201,P202]
182;22;203;204;Line_182[P203,P204]
183;22;204;205;Line_183[P204,P205]
184;22;205;206;Line_184[P205,P206]
185;22;206;207;Line_185[P206,P207]
186;22;207;208;Line_186[P207,P208]
187;22;208;209;Line_187[P208,P209]
188;22;209;210;Line_188[P209,P210]
189;22;210;211;Line_189[P210,P211]
190;23;212;213;Line_190[P212,P213]
191;24;214;215;Line_191[P214,P215]
192;25;216;217;Line_192[P216,P217]
193;25;217;218;Line_193[P217,P218]
194;26;219;220;Line_194[P219,P220]
195;26;220;221;Line_195[P220,P221]
196;26;221;222;Line_196[P221,P222]
197;26;222;223;Line_197[P222,P223]
198;26;223;224;Line_198[P223,P224]
199;26;224;225;Line_199[P224,P225]
200;26;225;226;Line_200[P225,P226]
201;26;226;227;Line_201[P226,P227]
202;26;227;228;Line_202[P227,P228]
203;26;228;229;Line_203[P228,P229]
204;26;229;230;Line_204[P229,P230]
205;26;230;231;Line_205[P230,P231]
206;26;231;232;Line_206[P231,P232]
207;26;232;233;Line_207[P232,P233]
208;26;233;234;Line_208[P233,P234]
209;26;234;235;Line_209[P234,P235]
210;27;236;237;Line_210[P236,P237]
211;27;237;238;Line_211[P237,P238]
212;27;238;239;Line_212[P238,P239]
213;27;239;240;Line_213[P239,P240]
214;27;240;241;Line_214[P240,P241]
215;27;241;242;Line_215[P241,P242]
216;27;242;243;Line_216[P242,P243]
217;28;244;245;Line_217[P244,P245]
218;29;246;247;Line_218[P246,P247]
219;29;247;248;Line_219[P247,P248]
220;29;248;249;Line_220[P248,P249]
221;29;249;250;Line_221[P249,P250]
222;29;250;251;Line_222[P250,P251]
223;29;251;252;Line_223[P251,P252]
224;29;252;253;Line_224[P252,P253]
225;29;253;254;Line_225[P253,P254]
226;29;254;255;Line_226[P254,P255]
227;29;255;256;Line_227[P255,P256]
228;29;256;257;Line_228[P256,P257]
229;29;257;258;Line_229[P257,P258]
230;29;258;259;Line_230[P258,P259]
231;29;259;260;Line_231[P259,P260]
232;29;260;261;Line_232[P260,P261]
233;30;262;263;Line_233[P262,P263]
234;30;263;264;Line_234[P263,P264]
235;30;264;265;Line_235[P264,P265]
236;30;265;266;Line_236[P265,P266]
237;30;266;267;Line_237[P266,P267]
238;31;268;269;Line_238[P268,P269]
239;31;269;270;Line_239[P269,P270]
240;31;270;271;Line_240[P270,P271]
241;31;271;272;Line_241[P271,P272]
242;31;272;273;Line_242[P272,P273]
243;31;273;274;Line_243[P273,P274]
244;31;274;275;Line_244[P274,P275]
245;31;275;276;Line_245[P275,P276]
246;31;276;277;Line_246[P276,P277]
247;31;277;278;Line_247[P277,P278]
248;31;278;279;Line_248[P278,P279]
249;31;279;280;Line_249[P279,P280]
250;31;280;281;Line_250[P280,P281]
251;31;281;282;Line_251[P281,P282]
252;32;283;284;Line_252[P283,P284]
253;32;284;285;Line_253[P284,P285]
254;33;286;287;Line_254[P286,P287]
255;34;288;289;Line_255[P288,P289]
256;34;289;290;Line_256[P289,P290]
257;34;290;291;Line_257[P290,P291]
258;35;292;293;Line_258[P292,P293]
259;35;293;294;Line_259[P293,P294]
260;35;294;295;Line_260[P294,P295]
261;35;295;296;Line_261[P295,P296]
262;35;296;297;Line_262[P296,P297]
263;35;297;298;Line_263[P297,P298]
264;36;299;300;Line_264[P299,P300]
265;36;300;301;Line_265[P300,P301]
